	GSM5952180	GSM5952181	GSM5952182	GSM5952183	GSM5952184	GSM5952185	GSM5952186	GSM5952187	GSM5952188	GSM5952189	GSM5952190	GSM5952191	
LOC102724145	0	0	0	0	0	0	0	0	0	0	0	0	12
LINC02032	0	0	0	0	0	0	0	0	0	0	0	0	5
LINC02045	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02046	0	0	1	0	0	0	0	0	0	0	0	1	1
LOC105374148	0	0	0	0	0	0	0	1	0	0	0	1	0
LOC105374147	0	0	0	1	0	0	0	0	1	0	0	0	2
LOC105374150	0	1	0	1	1	2	0	1	0	0	0	2	5
AGTR1	0	0	0	0	1	0	0	0	0	0	0	0	9
CPB1	0	0	1	0	0	0	0	1	0	0	0	1	3
CPA3	3	393	75	145	120	149	91	234	13	74	21	27	25
LOC107986045	0	0	0	0	2	1	2	1	0	0	4	0	3
GYG1	54782	1960	4338	1878	1397	1957	1121	1140	858	1406	76	1027	503
HLTF	320	325	211	421	252	840	572	434	224	325	23	79	8049
HLTF-AS1	0	6	3	5	6	5	4	2	1	2	0	0	60
HPS3	882	1232	865	1805	831	1130	1192	934	396	977	23	85	2840
CP	110	138	124	209	109	227	245	219	130	176	14	43	4786
LOC101927942	0	0	3	4	1	0	3	1	1	1	3	2	0
LOC107986140	0	0	1	0	0	0	0	0	0	0	0	0	0
TM4SF18	0	0	1	1	0	0	0	1	1	0	3	0	85
TM4SF1	12	1	10	2	2	146	9	117	6	23	11	4	491
TM4SF1-AS1	0	0	0	0	0	1	0	0	0	1	0	0	1
LOC105374151	0	0	0	0	0	0	0	0	0	0	0	1	0
TM4SF4	0	0	1	0	1	0	0	0	0	0	4	0	1
WWTR1	2	6	6	16	5	189	32	113	11	13	1	4	6310
WWTR1-AS1	1	0	0	1	0	8	0	10	2	0	1	0	17
COMMD2	779	1072	417	1030	468	1209	788	1191	360	705	56	310	2069
ANKUB1	0	2	1	0	4	1	0	5	2	0	20	0	61
RNF13	12949	3473	12140	3663	3824	1754	1873	2678	783	2847	239	818	3522
LOC105374152	53	75	160	37	75	45	89	74	87	75	270	119	896
PFN2	9	52	46	44	49	80	170	98	66	58	56	65	3547
LOC646903	6	2	4	4	10	2	3	0	2	3	0	0	104
TMEM183BP	773	565	537	592	763	662	469	490	428	481	178	575	250
LOC105374153	1	3	0	0	0	0	0	0	0	1	1	0	4
LINC01998	0	0	0	1	0	0	0	0	0	0	0	0	26
LOC105374313	0	2	0	0	0	1	1	4	7	0	0	3	0
LINC01213	0	1	0	0	0	3	2	11	0	0	0	2	7
LINC01214	0	0	0	0	0	0	1	0	0	0	0	0	18
LOC105374154	0	1	1	0	0	2	0	2	0	0	0	1	19
LOC107986141	0	0	2	1	1	2	0	1	0	0	0	0	59
LOC107986142	0	0	2	1	1	0	1	4	0	0	0	2	57
TSC22D2	1425	1914	1911	2493	8513	1468	1496	1405	441	1334	437	1151	3835
SERP1	8929	8681	7256	9221	10356	6601	6406	8029	5120	7710	965	4294	3341
EIF2A	1023	4068	2881	5237	4518	3570	3385	3595	1837	2961	139	1231	3043
SELENOT	7462	3602	6738	3353	2771	3185	2344	2723	1299	2415	340	1565	3722
ERICH6	1	8	6	10	18	19	12	17	6	7	6	12	19
ERICH6-AS1	7	26	9	24	52	57	83	53	44	37	2	36	69
LOC101928105	3	6	5	5	10	7	5	4	3	5	2	8	1
SIAH2	2049	1346	2201	1422	2898	2035	1560	1562	884	1411	411	1045	458
SIAH2-AS1	9	4	6	13	37	26	30	19	56	26	111	97	24
MINDY4B	5	1	43	4	7	3	1	2	0	1	4	10	12
CLRN1	2	0	0	0	0	0	0	5	0	0	0	0	24
CLRN1-AS1	6	1	1	2	1	0	1	2	5	0	0	3	7
MED12L	126	109	229	89	60	49	101	45	45	87	72	55	2303
GPR171	85	999	643	1326	499	4410	1011	3849	1088	603	341	498	437
P2RY14	98	617	5675	128	403	421	193	196	71	95	15	34	535
GPR87	1	0	57	7	1	0	0	0	0	0	4	4	111
P2RY13	14952	728	24967	2022	2001	5	680	72	234	1638	185	813	277
P2RY12	79	185	168	220	46	3	385	12	97	380	119	86	260
IGSF10	18	8	28	32	28	10	30	10	2	21	4	7	266
MIR5186	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374157	0	0	0	0	0	0	0	0	0	0	0	1	2
LINC02066	0	0	0	0	0	0	0	3	0	0	0	3	9
AADACL2	0	0	0	0	0	0	0	0	0	0	0	0	20
AADACL2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	3
AADACP1	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC105374160	0	0	0	0	0	0	1	0	0	0	0	0	0
AADAC	0	0	0	0	0	4	0	1	0	0	0	0	3
SUCNR1	121	475	1513	74	37	35	60	136	8	110	7	12	37
LOC105374159	0	0	10	1	2	2	0	1	0	0	3	2	1
LOC107986047	2	0	0	0	0	0	0	1	0	0	4	1	0
LOC101928166	9	4	16	9	7	4	4	7	0	2	0	4	1
MBNL1	7706	17790	14409	19320	13238	18343	24907	13692	8020	19552	1373	4455	8640
MBNL1-AS1	161	310	375	451	283	244	309	187	201	216	246	193	249
LOC105374162	29	210	102	301	243	221	504	279	974	358	1198	1349	2579
TMEM14EP	2	1	2	7	5	7	6	9	85	5	66	47	344
LOC105374163	1	2	0	1	2	6	7	6	1	1	0	2	6
LOC102724289	0	0	0	0	0	2	0	1	2	0	2	2	938
P2RY1	173	211	218	174	113	58	79	57	31	142	36	9	7434
RAP2B	1942	5624	2545	7311	3620	1930	4393	2312	1702	4922	296	1186	3286
LOC105374164	1	2	11	24	8	3	6	3	4	9	10	4	24
LOC105374166	0	1	1	8	7	3	14	11	14	6	3	13	8
LINC02006	0	1	0	3	2	0	4	2	4	1	7	0	51
LINC02083	0	0	0	0	0	0	0	1	0	0	0	0	5
LINC02877	0	0	0	1	0	0	0	0	1	0	0	0	0
ARHGEF26-AS1	0	0	0	0	0	0	2	1	0	1	2	1	348
ARHGEF26	4	8	10	12	15	9	13	15	28	8	105	31	2459
LOC105374167	10	5	31	19	30	24	31	22	9	16	1	7	211
DHX36	1583	3155	2740	3790	3808	3079	2454	2635	1745	2076	1011	2006	3624
GPR149	0	0	0	0	0	0	0	2	0	1	2	2	5
LOC105374170	1	0	2	0	3	0	0	0	0	0	0	1	0
LOC105374171	0	1	9	1	3	3	0	0	0	0	1	2	2
MME	354	969	5031	672	2753	38	75	164	28	33	139	826	15
LINC01487	0	0	0	0	0	0	0	0	0	0	0	0	3
STRIT1	0	0	0	0	0	1	1	1	2	0	4	1	0
LOC105374172	0	0	0	0	0	0	0	0	0	0	0	0	1
PLCH1	8	7	8	7	6	2	38	11	1	32	5	7	455
PLCH1-AS2	0	0	0	0	0	0	0	4	0	0	0	1	0
C3orf33	12	69	24	80	66	95	105	81	47	39	20	83	147
SLC33A1	645	681	544	1083	569	1263	916	2062	501	669	147	218	1836
LOC105374174	0	1	1	0	2	2	0	6	2	1	1	2	22
GMPS	499	1400	637	1785	1139	2460	1853	1771	858	1213	115	512	5547
KCNAB1	526	1858	834	1909	750	1631	1122	1961	1043	1057	169	487	4958
KCNAB1-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNAB1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	10
SSR3	1368	4185	1850	4006	1815	3227	2105	3716	2374	2034	176	714	6677
TIPARP-AS1	136	320	152	517	173	75	103	54	51	122	8	24	48
TIPARP	9079	19434	5745	22233	5709	2845	5318	3291	1395	7504	289	1258	3380
LOC107986148	50	574	46	318	136	16	136	60	17	289	18	58	724
LINC00886	9	2	14	28	21	84	32	52	9	26	1	8	136
PA2G4P4	30	119	52	175	96	399	153	230	126	124	60	78	235
LEKR1	1	11	4	42	8	42	35	30	8	62	5	10	168
LINC00880	1	6	8	17	12	24	17	9	15	13	3	4	6
LINC02029	0	3	7	13	5	15	19	5	11	25	5	11	23
LINC00881	0	0	1	5	3	2	0	1	0	3	4	1	11
CCNL1	11997	15120	10998	12981	35905	5940	13467	6693	5624	13649	4408	12673	4536
LOC101928236	59	27	73	32	73	48	42	60	20	30	14	47	334
LOC105374179	3	2	5	1	1	14	6	15	8	3	1	5	52
VEPH1	10	67	32	63	23	4	88	8	19	64	22	15	930
PTX3	316	900	917	664	3691	3	181	65	41	342	35	277	360
SLC66A1L	0	0	0	0	0	0	0	0	0	0	0	0	2
SHOX2	17	0	3	1	0	5	0	2	7	0	1	4	810
RSRC1	435	340	222	465	368	812	673	674	629	568	283	280	2917
UC.134	1	0	0	0	2	1	0	3	1	1	0	0	142
MLF1-DT	20	23	18	33	21	97	84	89	54	66	3	19	105
MLF1	4	33	9	25	73	19	20	16	19	23	48	124	903
GFM1	400	1397	532	1450	690	1814	1091	1193	442	793	36	251	3131
LXN	156	58	61	77	102	186	118	105	87	116	3	22	78
RARRES1	2	1	5	4	7	3	6	12	0	3	0	0	128
LOC112268457	1	2	0	1	2	5	3	8	8	1	8	7	96
LOC100287290	1	6	12	15	6	8	37	15	27	22	22	3	559
MFSD1	4696	2032	3137	3192	2375	1336	2890	1338	1260	4312	450	1066	1434
LOC105374181	49	13	17	18	17	9	16	20	23	22	58	35	17
IQCJ-SCHIP1	2	3	1	5	12	4	4	4	0	4	1	5	730
IQCJ	0	0	0	0	0	0	0	0	0	0	0	0	2
SCHIP1	2	3	1	5	12	4	4	4	0	4	4	5	798
MIR3919	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCJ-SCHIP1-AS1	0	0	0	0	2	0	1	0	0	1	0	2	14
LOC101928351	0	0	0	0	1	0	2	0	0	1	0	0	143
IL12A-AS1	0	1	1	3	6	3	2	3	2	3	1	3	7
IL12A	3	49	20	44	81	19	78	37	68	34	2	35	49
LINC01100	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374314	0	0	0	0	0	0	0	1	0	0	0	2	2
LOC107986149	1	0	4	8	1	0	0	0	0	2	0	1	0
C3orf80	1	4	1	1	3	5	5	4	2	3	0	2	15
TRIM59-IFT80	57	307	113	328	300	577	645	507	243	385	17	62	1783
IFT80	35	170	75	174	239	433	539	431	218	303	13	55	1682
SMC4	1217	3038	1855	3431	3481	5221	2567	2787	2768	1633	1282	2302	5066
MIR15B	0	0	0	0	0	0	0	0	1	0	0	0	16
MIR16-2	1	0	0	0	0	0	0	0	0	0	0	0	5
TRIM59	76	488	200	607	265	926	508	520	244	365	59	160	92
KPNA4	25923	4583	5958	4981	7522	3373	2960	2901	1373	2536	414	1822	5602
SCARNA7	30	79	72	97	159	137	141	133	543	85	722	664	3059
ARL14	1	0	0	1	2	1	1	1	7	3	2	2	0
PPM1L	281	434	516	1401	422	274	1182	253	276	983	69	209	3330
B3GALNT1	13	379	50	99	40	102	21	99	7	18	2	23	2217
LOC105374186	0	0	0	0	0	1	2	0	1	2	1	0	174
NMD3	499	2089	1518	2272	2371	1598	1219	1287	540	1160	215	820	5149
LOC105374187	2	7	8	16	35	44	27	49	7	9	6	17	526
LOC112268450	0	2	5	8	11	6	1	7	3	2	4	3	66
SPTSSB	2	3	1	3	25	6	68	14	42	40	0	5	353
LOC107986150	0	0	0	0	0	1	0	0	0	0	0	0	3
LINC02067	875	6903	2637	6783	6177	8998	8862	8578	6720	5072	956	7626	539
OTOL1	0	0	0	0	0	2	0	0	0	0	0	0	8
LOC107986048	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986049	0	0	0	0	0	0	0	0	0	0	0	0	24
LINC01192	0	1	0	1	0	1	0	4	3	0	0	2	1
LOC105374188	0	0	0	1	0	1	0	1	0	0	0	0	0
LOC102724419	0	1	0	0	0	0	0	0	0	0	0	0	2
MIR1263	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374189	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374190	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374191	0	0	0	0	0	1	0	1	0	1	5	1	15
LOC107986151	0	0	0	0	0	0	0	1	0	0	0	1	6
LINC01324	0	0	0	0	0	0	0	1	0	0	2	0	0
LOC107986050	0	0	0	0	0	0	0	1	0	0	0	0	0
SI	0	0	0	1	0	0	0	2	0	0	1	2	2
LOC105374192	0	0	0	0	0	0	0	0	0	0	0	0	5
LINC02023	0	0	0	0	0	0	0	5	1	0	1	0	4
SLITRK3	0	0	0	0	0	0	0	0	0	0	0	0	710
LINC01322	0	0	0	0	0	0	0	0	1	0	0	0	75
BCHE	0	0	0	0	0	0	0	0	0	0	0	0	2461
LOC105374194	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC105374193	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC105374195	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC105374196	1	0	0	0	0	0	1	0	0	0	0	0	9
ZBBX	0	0	1	0	0	1	0	0	0	0	0	3	498
LINC01327	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINI2	0	2	2	5	28	0	21	0	9	32	5	2	294
LOC105374197	0	0	0	0	0	0	3	0	4	3	0	0	232
WDR49	7	17	25	20	208	2	26	4	14	93	3	15	1065
PDCD10	3903	1733	1704	1575	1097	1752	1308	1508	543	1151	220	440	1617
SERPINI1	83	22	47	12	40	73	112	41	71	60	6	9	40
LRRC77P	1	0	0	0	0	0	0	0	0	0	0	0	2
LOC107986152	4	14	12	26	13	54	28	56	24	40	5	10	455
GOLIM4	98	411	262	467	261	434	294	387	177	372	53	62	7508
EGFEM1P	1	0	0	0	0	1	0	4	1	1	7	6	700
MIR551B	0	0	0	0	0	0	0	1	0	0	0	0	25
LOC105374200	0	0	0	0	1	0	0	0	0	0	0	1	319
LINC02082	0	0	0	0	0	0	0	1	0	1	1	0	86
LINC01997	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986051	0	0	0	0	0	0	0	0	0	0	0	0	0
MECOM	2	8	10	6	1	2	8	7	1	6	3	8	250
LOC105374206	0	0	0	0	0	0	0	0	0	0	0	0	1
MECOM-AS1	0	0	0	0	0	0	0	0	0	0	0	0	7
TERC	2	0	1	0	14	2	2	1	7	1	2	8	133
ACTRT3	6	2	3	4	113	18	5	5	1	1	3	3	8
TRV-AAC1-1	5	1	1	0	12	1	1	4	2	0	4	4	0
MYNN	1145	1071	1540	1713	2171	1044	880	865	332	610	84	349	2814
LRRC34	24	40	103	102	105	171	121	157	30	71	26	98	1003
LRRIQ4	0	2	2	1	1	2	0	2	0	0	18	7	8
LRRC31	0	0	1	1	0	2	0	2	0	1	3	2	9
SAMD7	0	0	0	2	0	2	0	3	0	0	0	3	1
LOC100128164	3	3	3	9	10	18	8	3	4	5	6	9	26
SEC62	8871	5753	6025	6585	6331	6761	5457	6507	6356	4555	5075	8241	6807
GPR160	7194	1021	3488	1049	815	631	357	474	303	555	57	317	229
PHC3	2248	5432	2098	6198	3134	3526	5314	3585	1373	3869	358	1076	12210
LOC105374209	63	12	36	11	9	11	4	11	2	2	0	5	64
PRKCI	314	638	409	1098	716	856	718	614	327	603	44	233	2255
SKIL	1780	10426	5836	7976	7847	3716	3643	4698	808	3711	2648	6301	6613
CLDN11	17	13	12	12	35	20	11	21	39	6	54	29	102
MIR6828	0	0	0	0	0	0	0	0	0	0	0	0	2
SLC7A14	0	0	0	1	0	1	0	4	3	0	8	3	15
SLC7A14-AS1	0	0	0	1	0	2	0	6	0	1	1	0	73
LOC105374211	0	0	0	0	0	0	0	0	0	0	0	0	2
RPL22L1	325	712	417	703	806	1443	655	980	897	610	114	692	168
EIF5A2	73	440	152	412	184	458	384	359	136	249	72	176	871
SLC2A2	0	0	0	0	0	0	0	0	0	0	0	2	42
TNIK	165	2121	510	2864	1941	1495	1950	1304	946	1342	697	855	9140
LOC105374216	0	6	4	12	10	13	12	14	18	7	3	11	669
MIR569	0	1	0	1	0	0	0	0	0	1	0	0	16
LOC102724479	10	39	25	47	10	31	75	24	68	66	22	10	26
PLD1	499	134	90	214	209	73	135	252	63	168	23	33	685
TMEM212	0	0	0	0	0	0	0	1	0	0	0	0	2
TMEM212-AS1	0	0	0	0	0	0	0	2	0	0	0	0	0
LOC105374218	0	0	0	0	3	1	0	3	0	0	3	1	0
LOC105374217	0	0	0	0	0	0	0	1	0	0	0	0	1
FNDC3B	6783	3271	10316	2791	3754	1097	1427	2216	728	1527	837	793	7523
LOC107986153	266	199	264	112	333	79	152	242	234	276	920	1338	203
GHSR	3	3	8	18	1	0	2	0	0	4	6	0	7
TNFSF10	10235	1779	15862	1977	3419	4580	1657	2841	1437	9405	212	549	110
LINC02068	0	0	12	0	4	0	0	0	0	0	0	2	0
NCEH1	113	445	225	921	234	318	315	340	119	364	16	49	954
ECT2	194	237	171	176	103	566	165	173	108	163	12	42	3312
LOC107986052	0	0	0	0	0	0	1	0	0	0	3	0	0
SPATA16	0	0	0	0	0	1	1	3	0	0	0	0	6
LOC105374221	0	0	0	0	0	0	0	4	0	0	0	0	0
LOC105374220	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC105374224	2	2	3	5	1	0	16	1	6	2	10	2	0
NLGN1	0	1	0	2	3	9	8	9	9	4	15	9	13347
LOC105374225	0	0	0	0	0	1	0	2	0	0	0	0	369
NLGN1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	909
LOC105374226	0	0	0	0	0	0	0	1	0	0	0	0	0
NAALADL2	0	3	2	7	7	10	4	14	8	6	12	13	2317
LOC107986027	0	0	0	1	0	0	0	0	0	1	0	0	128
NAALADL2-AS3	0	0	0	0	0	0	0	0	0	0	0	0	37
NAALADL2-AS2	0	0	0	0	0	0	0	0	0	0	0	0	14
MIR4789	0	0	0	0	0	0	0	0	0	0	0	0	20
NAALADL2-AS1	0	0	0	0	0	0	0	1	0	1	0	0	8
MIR7977	0	0	0	0	0	0	0	0	0	0	0	0	10
LOC105374230	0	0	0	0	0	0	0	0	0	0	0	0	13
LINC01208	0	0	0	1	0	1	1	0	0	1	0	0	3
LOC105374229	0	0	0	0	0	0	0	0	0	0	0	0	12
LINC01209	0	0	0	0	0	0	0	0	1	0	1	1	6
TBL1XR1	3605	3481	5881	4601	2950	6053	4005	4781	1661	3129	593	1412	16119
LOC107986053	0	0	0	0	0	1	1	0	0	0	3	1	0
LINC00501	1	2	2	2	3	0	2	1	0	0	2	8	4
LINC00578	0	1	0	0	0	0	1	1	0	0	1	2	1
LOC101928711	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02015	0	0	0	0	0	0	0	0	1	0	1	2	5
LOC107986154	0	0	0	0	0	0	0	0	0	0	0	0	3
LOC105374234	2	1	6	1	2	0	0	0	1	0	0	0	0
LOC107986155	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986156	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105374235	0	0	0	0	1	2	0	5	0	0	2	3	75
LINC01014	0	0	0	0	0	0	0	0	0	0	0	0	13
KCNMB2-AS1	0	0	0	0	0	0	1	2	0	1	6	1	135
KCNMB2	0	1	0	0	0	5	1	4	0	0	1	0	285
ZMAT3	556	1061	666	1101	624	2398	1699	1975	829	1546	174	378	10965
PIK3CA-DT	0	0	0	0	1	0	0	1	0	0	0	0	7
PIK3CA	2424	2609	2471	2892	3612	2120	2285	1788	662	1637	317	1426	5706
KCNMB3	153	175	96	168	173	144	169	186	197	191	136	323	547
ZNF639	428	1615	532	1305	1335	1900	1850	1657	735	1090	71	747	2147
MFN1	874	1656	1379	1675	1747	1532	1305	1369	518	964	132	645	4192
GNB4	1918	2531	2639	2137	955	797	986	918	554	2807	246	527	6251
LOC107986157	0	0	0	0	0	0	0	0	0	0	0	0	4
ACTL6A	105	431	108	319	236	1496	717	855	334	488	39	73	1102
MRPL47	582	802	520	820	771	1016	626	701	506	573	164	702	762
NDUFB5	696	943	595	871	1024	1604	1099	1384	973	1303	98	500	1000
LOC107986158	287	96	203	61	110	29	59	33	53	76	37	55	44
USP13	15	237	58	163	293	331	483	190	256	304	55	81	1014
PEX5L	0	2	1	4	18	4	21	7	7	12	5	12	236
PEX5L-AS2	0	0	0	0	0	0	0	0	0	0	0	0	6
LINC02053	0	0	0	0	0	0	0	0	0	0	0	0	8
TTC14-DT	1	2	0	0	0	1	2	3	2	1	4	4	34
TTC14	1277	2303	1759	3057	2071	2249	3140	2284	1946	2021	916	1526	4911
CCDC39	59	145	272	437	116	322	282	307	73	165	18	18	907
LOC101928882	0	1	0	0	0	1	1	1	0	0	0	0	10
LOC105374240	3	4	2	2	3	3	2	2	1	2	0	1	1
FXR1	3373	3935	2502	3561	5291	3893	3257	2811	1373	2547	264	1347	8073
DNAJC19	131	238	116	262	205	691	423	572	313	286	29	148	867
SOX2-OT	6	2	1	0	2	6	2	5	12	2	10	6	12249
LOC102724604	0	0	0	0	0	1	0	0	1	0	0	0	300
SOX2	0	0	0	0	0	0	0	0	0	0	2	1	8397
LINC01206	0	0	1	0	1	0	0	6	0	0	1	2	149
LOC105374242	0	0	0	0	0	0	0	0	0	0	0	0	4
LOC105374243	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC01994	0	0	0	0	0	1	0	3	0	1	0	0	17
LINC01995	0	0	0	0	0	0	0	0	0	0	0	1	47
LINC02031	0	0	0	0	0	0	0	1	0	0	0	1	0
LOC107986054	2	0	0	0	0	0	0	0	0	0	1	0	4
ATP11B-DT	4	0	30	2	8	4	1	2	0	0	0	5	0
ATP11B	32592	7408	16910	8884	8794	5048	5396	4085	1689	4085	298	2081	7179
DCUN1D1	1387	1575	1629	1691	1271	1524	1183	1135	426	998	190	742	3917
LOC105374246	1	1	1	0	1	0	1	1	1	0	0	0	13
MCCC1	129	403	160	644	432	819	605	669	698	594	388	383	1392
LOC105374247	0	0	0	0	0	0	0	1	0	1	0	0	0
LAMP3	33	126	207	53	144	4018	137	10230	66	383	46	29	40
MCF2L2	711	328	580	213	424	148	149	193	84	240	87	291	683
B3GNT5	6450	2224	4760	927	3208	142	219	529	66	833	262	922	2156
LOC107986160	124	70	355	42	79	19	29	34	36	25	79	106	167
LOC107986161	29	15	135	6	25	2	5	4	0	6	12	16	59
LINC00888	36	83	18	79	62	134	98	116	51	31	4	32	255
SNORA63D	1	0	0	0	0	0	0	0	0	0	0	1	21
SNORA63E	0	0	0	2	2	2	3	1	2	1	0	0	11
KLHL6	2214	1493	2270	2032	1228	2780	2044	2400	920	1825	98	322	64
KLHL6-AS1	4	5	3	6	8	3	3	1	0	4	0	6	2
LOC105374248	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC107986162	63	39	43	74	207	24	39	14	11	50	12	14	49
KLHL24	2630	2539	2467	3617	5118	2144	2738	2174	679	2051	295	995	6203
YEATS2	1236	883	736	1503	1092	1354	1144	1022	475	1060	44	207	3590
YEATS2-AS1	33	51	21	51	37	58	68	44	21	71	20	8	104
MAP6D1	71	46	50	121	48	72	85	61	93	61	5	47	102
PARL	1815	1081	575	1259	677	1406	1027	1220	1019	961	332	889	564
MIR4448	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC5	540	321	298	503	852	730	1332	507	583	720	85	180	1356
ABCC5-AS1	0	0	2	0	0	1	1	2	2	0	6	2	34
HTR3D	0	0	0	0	0	0	0	1	0	1	0	0	2
HTR3C	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF2B5-DT	1	0	1	2	15	9	7	7	5	9	0	1	27
HTR3E-AS1	0	0	0	0	0	1	0	1	0	0	2	0	0
HTR3E	0	0	0	0	0	0	1	0	0	0	1	0	0
EIF2B5	394	1673	638	1855	1028	2374	1855	2086	1270	1480	245	743	482
DVL3	1651	2812	1412	2604	2316	2679	2367	2744	993	2023	204	739	704
AP2M1	5211	4725	3313	5165	4670	5318	4896	4647	3166	4725	685	1970	1450
ABCF3	870	1277	503	1495	1523	1451	1195	1525	909	878	342	941	577
VWA5B2	0	0	1	2	3	3	2	1	4	0	0	0	30
MIR1224	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG3	99	446	134	396	325	806	547	608	421	443	54	134	116
EEF1AKMT4	5	9	8	15	17	85	28	38	44	30	1	4	14
EEF1AKMT4-ECE2	3	4	2	7	11	39	6	11	13	12	1	3	40
CAMK2N2	0	2	3	4	2	29	11	6	4	4	3	5	27
ECE2	0	0	0	1	1	0	0	0	0	0	1	0	38
PSMD2	3915	3848	2476	3889	3126	6132	2932	3708	2080	3033	203	748	2575
EIF4G1	5332	8949	2461	6825	7788	10766	5859	7385	2847	5825	252	1199	4912
SNORD66	0	4	0	1	4	1	3	0	1	1	0	0	0
FAM131A	426	274	297	376	525	195	279	199	133	342	56	119	107
CLCN2	15	60	23	91	90	108	108	75	61	53	10	22	46
POLR2H	75	285	149	324	344	1265	600	834	665	403	79	248	234
THPO	0	1	0	0	0	0	0	0	0	0	0	0	0
CHRD	0	1	0	5	2	0	1	1	1	1	0	2	18
LINC02054	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01839	0	0	0	0	0	2	0	8	0	0	0	0	0
LINC01840	1	0	0	1	0	2	0	1	2	0	2	2	0
EPHB3	2	2	0	11	11	5	9	2	7	9	0	7	59
MAGEF1	26	171	52	196	99	885	423	886	300	239	14	116	754
LOC107986163	1	0	0	1	2	2	6	6	1	2	18	2	133
LINC02069	0	0	0	0	0	1	0	1	0	1	3	0	4
LOC105374253	1	0	0	1	0	0	0	0	0	0	2	0	1
VPS8	3228	927	2013	1099	2042	979	1538	956	681	1259	838	759	4650
C3orf70	1	2	7	1	4	5	3	6	7	7	12	7	3391
EHHADH-AS1	1	1	1	0	1	8	2	4	4	4	0	0	8
EHHADH	20	19	4	7	16	77	39	45	27	49	1	3	173
MIR5588	0	0	0	1	0	0	0	0	0	0	0	0	6
MAP3K13	265	669	540	389	819	618	544	649	517	556	750	1219	1565
LOC101929018	7	32	16	39	31	32	34	43	19	36	0	26	40
TMEM41A	101	460	92	257	420	745	458	623	522	279	159	325	557
LOC105374254	1	2	5	1	1	5	6	2	5	4	0	2	18
LIPH	3	8	20	16	8	8	28	14	20	22	50	17	147
LOC107986055	0	6	2	3	0	1	15	0	4	9	8	6	0
SENP2	1536	1521	1567	1677	2481	1404	1221	1309	679	1036	724	1188	1810
IGF2BP2	80	330	475	437	587	176	492	326	245	671	278	329	369
IGF2BP2-AS1	1	3	1	2	5	0	4	2	10	6	41	38	21
MIR548AQ	0	0	0	0	0	0	0	0	0	0	0	0	0
TRA2B	6228	6040	5032	8778	20675	6766	6061	5709	4700	5158	6076	10156	3695
NMRAL2P	3	4	58	20	1	35	1	59	1	10	3	2	1
ETV5	19	101	87	53	83	30	7	64	8	14	36	43	1231
LOC105374257	1	6	4	14	9	1	24	6	14	23	17	22	27
DGKG	68	86	123	149	261	80	168	69	69	292	14	32	1239
LINC02020	0	0	0	0	1	0	0	0	0	0	0	0	0
LINC02052	0	0	0	0	0	0	0	1	0	0	0	0	7
LINC02051	0	0	0	0	0	0	0	1	1	0	0	0	31
CRYGS	1	16	8	25	21	77	74	146	99	23	13	28	63
TBCCD1	46	282	64	204	286	484	326	449	165	271	19	81	784
DNAJB11	1562	4680	2396	3519	3057	2580	1487	3631	1818	1370	256	1698	1213
AHSG	0	0	0	1	0	0	0	0	0	0	0	0	0
FETUB	0	0	0	0	0	0	0	0	0	0	0	0	4
HRG-AS1	0	0	0	0	0	0	0	0	0	0	0	1	1
HRG	0	0	0	0	0	0	0	0	0	0	0	0	0
KNG1	1	1	1	2	2	5	4	0	3	2	1	0	0
LOC105374259	0	0	0	0	1	1	1	6	8	0	0	1	0
EIF4A2	6672	8775	2458	8546	15575	11312	14181	10857	6294	9585	727	5692	8641
SNORD2	20	60	4	25	46	24	46	14	19	32	11	8	143
SNORA63B	22	83	7	29	50	43	65	31	13	65	0	4	96
MIR1248	16	60	1	26	39	21	46	27	10	44	4	4	78
SNORA81	25	106	2	43	61	41	83	39	25	86	4	6	93
