	GSM3745998	GSM3745999	GSM3746000	GSM3746001	GSM3746002	GSM3746003	GSM3746004	GSM3746005	GSM3746006	GSM3746007	GSM3746010	GSM3746011	GSM3746012
TAF1D	1798	2552	1385	1919	1388	1988	2980	2413	1978	1894	2132	2607	1965
SNORA25	102	143	74	112	121	173	117	94	103	130	118	194	132
SNORA32	124	127	58	74	116	113	107	62	35	61	69	182	120
SNORD6	23	44	25	32	20	29	44	49	39	25	32	48	30
SNORA1	43	37	18	47	27	41	53	50	33	19	39	53	29
SNORA8	125	218	105	153	97	167	113	100	64	53	79	124	72
SNORD5	33	23	16	31	18	30	26	21	20	21	15	31	28
SNORA18	109	137	53	95	66	88	114	108	84	66	84	91	58
MIR1304	109	154	81	96	57	88	105	79	68	42	71	69	52
SNORA40	161	235	100	167	83	95	273	203	137	91	120	235	119
C11orf54	714	845	543	696	686	965	810	803	589	849	564	894	716
MED17	715	935	571	710	696	846	1190	955	869	842	695	914	717
VSTM5	25	19	13	11	15	8	17	19	9	9	9	21	6
HEPHL1	24	3	12	13	6	1	6	5	8	1	8	26	9
PANX1	909	1259	807	1609	1012	1797	1115	942	856	708	507	705	621
LOC105369435	1	1	3	4	2	2	1	0	1	0	0	0	2
IZUMO1R	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR83	2	4	0	0	1	0	43	11	36	16	0	1	3
MRE11	1996	2384	1644	1977	1454	1644	2337	1773	1496	1275	1610	2138	1557
MIR548L	8	5	6	7	0	3	9	2	3	1	0	1	0
ANKRD49	354	551	290	399	526	522	618	599	435	482	459	574	468
C11orf97	0	1	1	2	0	0	0	0	1	1	0	0	0
FUT4	1111	1827	1163	1726	1123	1939	1683	1427	1592	1252	885	1494	1161
PIWIL4-AS1	239	389	232	360	255	453	370	306	339	250	164	278	243
PIWIL4	277	305	278	396	365	492	239	176	309	293	145	379	268
LINC02700	3	5	2	4	2	2	1	1	4	3	0	4	4
AMOTL1	1283	1394	966	1028	778	817	1972	1368	940	624	710	1007	697
LOC107984376	0	0	0	2	0	2	0	0	0	1	0	0	1
CWC15	914	1517	700	966	937	1210	2035	1857	1348	1196	1198	1222	1062
KDM4D	39	48	14	51	16	36	51	54	21	15	27	29	17
KDM4E	0	0	0	0	0	0	0	0	0	0	0	6	0
LOC107984375	0	0	1	0	0	0	1	0	0	0	1	2	2
SRSF8	602	886	519	627	615	720	1183	1030	613	617	641	771	650
ENDOD1	616	1294	1401	1966	1817	1606	665	620	826	642	457	691	715
LNCRNA-IUR	25	18	29	29	35	14	12	14	8	13	2	13	9
SESN3	5043	2605	2790	2204	2627	1737	2386	1716	1765	1740	1253	2780	1624
LOC100129203	97	76	71	74	73	53	70	36	49	49	25	73	58
LOC105369439	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC105369440	0	0	0	1	2	0	0	1	0	0	0	0	0
LOC105369441	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984377	1	0	0	1	4	0	3	0	0	2	0	0	1
FAM76B	690	935	534	650	684	774	892	842	761	724	626	841	682
CEP57	2372	3208	1927	2408	2252	2939	3254	2929	2319	2496	2330	3053	2349
MTMR2	1207	1316	887	1151	682	811	1765	1318	1018	853	941	1368	1062
MAML2	211	156	199	441	128	281	159	79	220	83	69	207	203
MIR1260B	1	3	0	3	1	3	4	1	1	1	1	2	0
CCDC82	1124	874	856	1017	854	804	864	574	640	555	626	1312	817
JRKL	214	303	249	380	254	396	404	308	248	326	244	445	360
JRKL-AS1	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC02737	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369448	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369450	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369451	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369452	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369453	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02713	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369455	0	0	0	0	1	0	3	6	0	1	1	1	2
CNTN5	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984430	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984431	0	0	1	2	0	0	0	0	0	0	0	0	0
LOC105369456	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP42-AS1	6	5	3	6	2	2	9	2	3	2	3	4	2
ARHGAP42	181	130	79	94	83	43	243	182	142	99	85	151	129
LOC105369457	6	1	3	3	1	0	4	2	0	0	2	4	1
SNORD13I	0	0	1	0	0	0	1	0	0	0	0	0	0
PGR	0	0	2	2	0	0	0	0	0	3	0	0	0
PGR-AS1	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC105369458	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPC6	259	425	548	857	720	455	72	52	148	267	53	272	196
MIR3920	0	0	2	6	1	0	0	0	0	0	0	0	0
ANGPTL5	0	0	3	0	0	0	1	0	0	0	0	2	0
CEP126	23	28	23	24	9	7	25	15	12	8	14	41	23
CFAP300	0	0	0	0	0	0	0	0	0	0	0	0	0
YAP1	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105369460	0	0	2	0	0	0	2	2	0	0	0	0	0
BIRC3	194	915	145	1361	291	2573	180	325	1669	1081	199	484	1639
BIRC2	1292	1339	1071	1475	1650	1886	1353	1170	1297	1401	854	1559	1299
TMEM123	4858	5832	3640	6074	5124	8425	6158	5581	7398	6392	4410	6005	5778
TMEM123-DT	3	6	1	2	3	14	6	1	4	3	1	5	3
LOC102723838	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP7	4	3	0	36	0	162	7	2	3	3	2	2	4
MMP20	0	0	0	0	0	0	1	0	0	0	0	0	0
MMP20-AS1	0	0	0	0	1	0	0	0	0	1	0	0	0
MMP27	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP8	2	2	29	44	610	385	0	0	9	105	0	3	1
MMP10	0	1	0	2	0	21	0	0	0	3	0	0	2
WTAPP1	1	2	1	12	2	127	0	1	7	1	1	10	6
MMP1	2	5	2	14	11	693	1	0	3	13	3	0	9
MMP3	0	1	1	10	1	16	0	0	1	0	0	5	0
MMP12	0	5	2	71	2	417	0	0	30	4	1	5	35
MMP13	0	2	10	22	1	14	3	2	3	0	1	3	4
DCUN1D5	1031	1261	785	992	732	858	1568	1233	818	583	888	1079	822
DYNC2H1	205	298	135	251	120	246	383	234	152	115	192	348	236
LOC105369463	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723862	0	0	1	1	1	0	0	0	0	0	0	7	0
MIR4693	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369464	5	3	0	2	2	5	8	2	3	4	2	7	1
PDGFD	40	60	35	57	38	30	86	92	40	29	66	93	62
DDI1	2	5	5	3	0	1	5	0	1	2	2	7	0
LOC102723879	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02552	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369466	5	0	3	3	1	3	0	1	0	2	0	7	4
LOC107984380	1	0	0	0	0	0	0	0	0	0	0	0	0
CASP12	1	0	0	1	0	0	0	0	1	1	0	0	1
CASP4LP	2	0	1	0	0	1	0	0	0	0	2	2	0
CASP4	932	1839	1023	1652	1354	2258	1987	1845	2040	2044	1390	1860	1821
CASP5	5	22	8	16	3	19	8	7	15	8	22	11	16
CASP1	267	820	304	891	299	1151	892	833	1222	608	536	683	849
CARD16	123	356	147	329	179	371	413	374	534	306	247	353	388
LOC107984381	0	0	0	0	0	0	0	0	0	0	0	0	0
CASP1P2	0	0	0	1	0	1	1	0	1	1	0	0	1
CARD17P	5	8	3	14	5	15	19	15	28	19	21	16	23
CARD18	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369469	0	2	1	0	0	1	1	0	0	0	2	1	5
LOC105369468	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIA4	4	2	2	4	1	3	3	2	5	4	0	2	2
MSANTD4	935	1098	748	960	862	967	1198	1049	859	900	714	1055	778
KBTBD3	136	167	131	144	140	143	174	132	112	126	129	166	167
AASDHPPT	1280	1793	932	1264	1091	1201	1931	1700	1276	1177	1196	1622	1237
LINC02719	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928535	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369474	0	0	0	0	0	0	0	0	0	0	0	0	0
GUCY1A2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112268081	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369475	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369477	253	135	189	211	106	103	166	72	105	56	67	220	123
CWF19L2	831	951	685	724	684	760	1018	822	816	659	629	995	661
ALKBH8	387	561	273	356	249	371	644	532	389	300	392	519	360
ELMOD1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267904	0	0	0	0	0	0	0	0	0	0	0	0	0
SLN	0	0	1	0	0	0	1	0	0	0	0	0	1
SLC35F2	1249	1771	770	975	777	1183	1871	1745	943	748	976	950	811
RAB39A	7	31	2	47	8	56	35	25	54	24	29	31	20
CUL5	1616	1702	1170	1486	1261	1381	1829	1626	1341	1438	1288	1971	1429
ACAT1	1311	2110	1123	1197	982	1202	2229	1913	1368	861	1253	1333	1107
NPAT	2005	1776	1632	1846	1500	1539	2019	1600	1462	1231	1178	1936	1449
ATM	5394	4541	3993	4200	4180	3831	4711	3437	3837	3386	2714	5616	3640
C11orf65	162	106	125	146	98	93	146	99	109	80	66	162	113
POGLUT3	1300	1817	1038	1411	787	1000	1763	1696	1460	848	1178	1504	1122
LOC112267909	5	3	1	5	0	6	2	2	6	3	2	5	4
EXPH5	77	61	58	46	28	37	45	33	61	28	21	72	48
LOC101928561	1	0	0	0	0	0	0	2	2	0	0	0	3
DDX10	883	1529	761	1061	645	861	1938	1599	1254	883	1124	1298	1072
C11orf87	4	2	6	16	8	2	2	0	0	9	0	1	1
LINC02715	3	2	5	11	9	6	0	2	1	1	0	1	0
LOC105369483	0	0	3	3	7	8	0	0	0	2	0	1	0
LOC107984384	4	10	32	61	44	56	1	2	12	18	3	15	12
LOC105369484	2	5	8	12	3	8	1	1	0	4	0	3	5
ZC3H12C	799	870	961	1449	1036	1181	617	461	629	759	306	925	702
RDX	1339	1757	1218	1823	1498	2666	1645	1469	1473	1358	967	1472	1311
LINC02732	0	0	0	4	0	8	0	0	0	0	0	0	1
LOC107984385	1	1	0	2	0	10	0	0	2	2	0	0	0
FDX1	357	525	290	400	289	607	605	577	411	365	426	507	420
LOC105369487	38	32	35	31	22	39	14	6	12	10	8	30	22
ARHGAP20	3	11	5	13	6	20	4	3	6	1	1	5	5
LOC105369488	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369489	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02550	1	0	0	2	1	2	2	0	0	3	1	1	0
LOC102723966	1	0	0	2	1	0	1	1	0	3	1	0	0
POU2AF2	0	1	0	0	0	0	0	0	0	0	0	0	0
COLCA1	0	0	0	0	0	0	0	0	1	0	0	0	0
POU2AF3	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369491	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4491	0	0	0	0	0	0	0	0	0	0	0	0	0
POU2AF1	0	1	0	0	0	0	0	0	0	0	0	1	0
BTG4	1	0	0	0	0	0	0	0	0	0	0	1	0
LOC100132078	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984386	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC644277	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR34BHG	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR34B	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR34C	0	0	0	0	0	0	0	0	0	0	0	0	0
HOATZ	1	0	0	0	0	0	0	0	1	0	0	0	1
LAYN	5	12	3	5	7	15	2	6	7	0	8	10	9
SIK2	942	979	889	883	669	774	1125	851	561	563	495	877	530
PPP2R1B	1312	1728	1119	1333	798	1022	2213	1793	1293	901	1208	1559	1229
ALG9	722	939	561	687	559	692	1127	910	689	601	600	789	641
FDXACB1	137	244	102	193	107	171	295	253	198	95	164	201	158
CFAP68	110	205	75	105	127	193	214	198	101	199	133	157	127
CRYAB	3	0	0	0	0	0	0	0	0	0	0	2	0
HSPB2	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPB2-C11orf52	0	2	0	1	1	1	2	3	2	2	1	1	1
C11orf52	0	2	0	1	1	1	2	3	2	2	1	1	1
DIXDC1	256	259	199	281	137	388	328	233	171	162	190	251	241
DLAT	1204	1738	906	1218	922	1181	2265	1927	1300	1007	1258	1427	1220
PIH1D2	221	239	131	172	135	158	300	295	218	160	188	261	193
NKAPD1	952	1492	839	1140	888	1355	1832	1591	1248	1298	1254	1376	1176
TIMM8B	647	1216	517	730	490	702	1316	1153	762	573	661	765	764
SDHD	1419	2394	1131	1626	1181	1758	2968	2558	1754	1374	1766	2123	1758
IL18	268	363	253	455	339	668	392	292	267	354	372	671	423
LOC107987164	2	1	3	5	0	0	4	0	1	1	0	2	2
TEX12	2	5	3	10	7	6	5	3	5	3	3	9	4
BCO2	39	48	48	43	33	32	44	21	20	12	16	42	17
PTS	141	190	122	161	137	102	202	177	146	98	130	178	196
PLET1	13	3	8	5	4	7	4	1	1	3	0	2	0
LOC100132686	5	1	6	5	1	1	0	0	0	1	1	2	2
LINC02762	80	13	37	25	16	9	9	9	3	9	4	7	7
LOC107984388	16	2	8	4	2	2	2	0	1	0	3	6	1
LOC107984387	79	13	35	20	25	25	15	8	5	7	2	16	6
LOC107984389	12	0	0	0	3	1	0	0	0	1	0	2	0
LINC02763	4	0	2	0	1	0	0	0	0	0	0	0	3
LINC02764	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369496	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369498	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928847	1	1	1	1	2	2	0	0	2	1	0	3	0
NCAM1	37	25	20	39	22	34	34	22	24	17	14	42	20
NCAM1-AS1	2	3	3	3	2	1	0	1	2	1	0	1	1
TTC12	121	263	136	197	114	159	224	137	87	77	98	124	107
ANKK1	4	0	0	0	1	2	0	0	1	1	0	1	1
DRD2	2	1	4	10	16	27	2	0	6	5	0	1	1
MIR4301	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369501	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984390	18	5	10	7	4	6	1	1	2	1	4	5	1
TMPRSS5	43	27	34	23	15	31	18	8	11	7	9	25	8
ZW10	940	1495	741	1011	766	964	1875	1658	1115	957	1182	1251	984
CLDN25	0	0	0	0	0	0	0	0	0	0	0	0	0
USP28	1078	1129	767	1086	840	1127	1447	1207	1230	887	938	1160	1042
HTR3B	1	0	0	0	0	2	1	0	0	0	0	0	0
HTR3A	0	0	0	1	1	0	0	0	0	0	2	0	1
ZBTB16	929	1091	941	1152	615	983	1227	850	604	605	428	637	540
LOC101928875	39	11	30	42	6	8	17	14	10	6	3	13	6
NNMT	5	1	1	4	1	4	4	1	0	1	0	2	0
LOC101928940	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984391	0	0	0	0	1	0	0	0	0	0	0	0	0
C11orf71	128	214	98	147	124	185	202	166	111	160	102	147	116
RBM7	535	634	408	568	482	668	639	579	559	535	405	628	547
REXO2	625	1066	584	583	484	611	1025	949	575	359	554	655	494
NXPE2	10	7	5	4	5	3	7	2	3	3	1	4	0
NXPE1	3	1	1	0	2	0	0	0	1	0	0	2	0
NXPE4	4	2	1	0	0	0	0	0	2	0	0	0	6
LOC105369504	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC105369506	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369505	0	0	0	0	0	0	0	0	0	0	0	0	0
CADM1	0	1	5	2	3	4	2	1	1	4	1	3	1
LOC105369509	0	0	0	0	0	0	0	0	0	0	0	0	0
CADM1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369511	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02698	0	0	0	0	0	1	0	0	0	2	0	0	0
LOC101928985	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC00900	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987165	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02703	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112268082	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369513	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984393	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987166	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984372	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02702	0	0	0	0	0	0	0	0	0	0	0	0	0
BUD13	639	1037	553	737	598	793	1263	1137	741	613	688	856	688
ZPR1	819	1560	669	1001	666	1024	2024	1874	1177	999	974	1132	1057
APOA5	0	0	0	1	0	0	0	0	0	0	0	0	0
APOA4	0	0	0	0	0	1	0	0	0	0	0	0	0
APOC3	0	0	0	0	0	0	0	0	0	0	0	0	0
APOA1	3	5	1	6	3	5	14	9	3	6	7	6	6
APOA1-AS	21	8	17	14	11	16	8	2	6	10	3	6	6
SIK3	1328	875	1064	1129	720	822	1065	589	658	446	423	929	626
PAFAH1B2	2457	3390	1884	2243	2563	2968	3496	3034	2197	2307	2056	2506	2099
SIDT2	237	257	276	304	207	281	376	275	226	140	170	325	225
LOC100652768	47	56	56	49	46	62	39	32	33	28	23	58	36
TAGLN	186	196	153	187	128	193	222	196	136	93	91	145	95
PCSK7	740	854	618	686	648	797	853	708	441	297	327	447	391
RNF214	460	477	358	418	348	395	501	407	339	295	261	425	376
BACE1	873	622	729	707	442	512	660	431	396	335	304	572	375
BACE1-AS	43	31	48	48	30	39	37	27	14	21	13	24	31
CEP164	542	858	548	633	439	628	1219	1003	650	407	567	740	648
DSCAML1	2	0	3	1	2	5	0	0	2	6	0	0	2
LOC105369515	0	0	0	0	1	1	0	0	0	0	0	0	0
LOC107984394	2	1	0	2	2	2	1	0	4	0	0	1	3
FXYD2	10	8	7	11	21	45	14	6	24	5	7	11	11
FXYD6-FXYD2	8	10	9	14	25	50	14	6	26	7	8	12	12
FXYD6	18	18	18	38	44	73	15	10	40	17	3	10	9
TMPRSS13	14	28	26	48	22	59	16	29	55	15	12	36	36
IL10RA	383	923	509	858	678	1779	816	748	972	756	421	1133	841
SMIM35	112	268	158	238	181	492	247	218	271	234	118	327	210
TMPRSS4	0	3	1	3	0	0	0	0	1	0	0	0	0
LOC105369517	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN4B	4	14	9	6	8	5	21	5	10	7	7	6	6
SCN2B	0	0	0	0	0	0	0	1	0	0	1	0	0
JAML	747	2069	1066	2085	1262	3824	2827	2413	3240	2834	1730	3838	3203
MPZL3	181	279	167	262	256	394	441	374	353	337	233	360	290
MPZL2	28	27	30	29	43	45	41	27	36	68	8	28	16
CD3E	19	16	6	5	3	2	37	25	22	14	5	23	9
CD3D	3	5	1	2	3	1	24	13	1	2	1	0	0
CD3G	0	0	0	0	0	0	2	0	0	0	0	0	0
UBE4A	2653	2993	2134	2536	2119	2383	3297	2889	2326	2005	2000	2986	2341
LOC100131626	105	112	84	103	73	81	144	94	77	78	64	92	94
ATP5MG	1886	3575	1590	2287	2072	2751	3992	3341	2140	2094	2143	2660	2266
KMT2A	5643	2833	4404	3998	2127	1740	3217	1761	2413	1210	1190	3577	2106
TTC36-AS1	129	49	74	97	39	29	78	37	36	17	18	71	38
TTC36	40	17	16	17	16	4	22	13	8	5	7	23	13
TMEM25	80	69	41	31	56	41	70	63	27	42	27	51	50
IFT46	322	452	265	240	305	262	403	332	196	271	197	249	158
ARCN1	2589	3397	2333	3118	2535	3288	3664	3192	2596	2551	2193	3178	2727
PHLDB1	100	95	84	101	71	136	37	24	27	10	9	31	19
MIR6716	1	1	1	3	1	0	0	0	0	0	0	1	0
TREH	6	8	7	14	9	7	5	3	3	1	2	4	1
LOC105369519	0	3	0	4	5	1	4	2	4	1	0	2	3
DDX6	6959	6387	5251	5784	4648	4670	7709	6153	4961	4975	4507	6997	4996
CXCR5	28	17	26	18	16	25	19	8	8	8	4	9	4
BCL9L	218	132	158	140	131	154	162	108	78	88	50	79	58
MIR4492	2	1	1	0	2	0	0	5	2	1	0	1	0
UPK2	2	0	0	0	0	0	0	0	2	0	0	0	0
FOXR1	8	8	4	2	0	1	1	1	0	1	0	1	1
CENATAC-DT	49	75	31	46	35	35	62	58	39	25	15	40	34
CENATAC	985	1450	782	983	1023	1308	1457	1270	908	1131	863	1192	952
RPL23AP64	51	47	38	43	72	57	29	34	27	29	17	33	23
RPS25	9635	18419	9219	11872	11032	16824	17427	17364	12502	15699	12347	14865	13330
TRAPPC4	562	1010	477	617	581	781	959	805	518	408	511	542	515
SLC37A4	765	1125	610	663	513	702	1122	904	562	425	513	599	480
HYOU1	3153	6626	3098	4191	2264	3378	8244	6944	4168	3225	3732	4035	3577
VPS11	1088	1675	989	1287	1051	1451	1721	1413	1155	1072	805	1259	1046
HMBS	443	663	414	348	323	319	656	492	295	183	215	304	255
H2AX	1085	1961	849	1003	1194	1174	3164	2455	1150	626	1052	1160	1017
DPAGT1	611	760	467	584	417	652	792	745	483	374	469	554	526
LOC107984397	13	11	6	12	5	12	14	5	11	12	8	7	3
C2CD2L	338	330	279	354	425	383	221	214	129	148	132	188	188
HINFP	393	524	348	403	500	483	465	323	295	304	206	339	282
ABCG4	3	2	9	4	6	4	0	0	5	0	0	1	1
NLRX1	378	570	318	440	362	460	651	517	303	249	227	394	292
NHERF4	1	4	0	2	2	2	1	1	0	0	0	1	0
CCDC153	3	16	3	11	4	8	11	21	5	10	7	9	5
SNORD150	0	0	0	0	0	0	0	0	0	0	0	0	0
CBL	2907	1788	2394	3065	1678	2234	2513	1548	2133	1386	962	2628	1587
MCAM	296	197	260	320	178	237	306	177	264	142	113	307	197
MIR6756	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF26	444	478	358	446	240	276	676	453	351	184	275	328	271
C1QTNF5	1	1	0	0	1	1	1	1	1	1	0	0	0
MFRP	1	1	0	0	1	1	1	1	1	1	0	0	0
USP2	11	14	5	13	2	19	43	22	17	5	12	13	12
USP2-AS1	1	1	0	3	1	0	2	1	2	1	0	1	0
THY1	7	1	0	1	1	0	2	2	3	3	5	5	2
LOC107984398	34	26	17	11	20	16	11	12	14	2	15	14	17
LOC105369520	0	0	0	0	0	1	0	0	0	0	0	0	1
NECTIN1	177	326	133	156	85	154	422	309	159	113	123	152	117
NECTIN1-AS1	2	5	2	2	2	1	10	0	2	2	0	0	1
NECTIN1-DT	3	5	2	4	1	3	1	2	3	3	0	2	3
LOC105369526	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02744	0	0	0	0	0	0	0	1	0	0	0	0	2
LOC105369527	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378956	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM29	2	3	1	4	1	0	7	3	5	0	3	3	3
LOC105369529	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984399	0	1	0	2	1	0	0	2	0	0	0	0	0
LOC105369530	0	1	0	0	0	0	0	0	0	0	0	1	0
OAF	313	437	244	305	319	420	484	368	195	137	166	209	174
POU2F3	1	0	0	0	0	0	1	1	0	1	0	0	0
LOC649133	0	0	1	0	1	0	0	0	0	0	0	0	0
LOC105369531	0	0	0	0	0	1	0	0	0	0	0	0	0
TLCD5	36	67	52	58	62	18	55	42	38	38	27	23	42
ARHGEF12	1945	2182	2012	2713	2550	2460	1314	1089	976	982	583	1196	1065
GRIK4	7	11	20	43	20	29	3	2	2	0	0	0	0
LOC107984400	2	4	11	14	3	1	0	0	0	0	0	0	0
LOC105369532	0	1	2	1	1	2	0	0	0	0	0	0	0
LOC101929227	1	0	5	4	0	0	0	0	0	0	0	0	0
LOC101929208	0	0	0	2	0	0	0	1	0	0	0	0	0
TBCEL	1403	632	830	710	1753	890	660	480	585	623	372	717	587
TECTA	33	12	23	29	30	10	23	7	10	4	10	11	17
LOC105369533	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369534	0	0	0	0	0	0	0	0	0	0	0	0	0
SC5D	1574	1097	1222	1285	1587	1474	834	609	857	1017	600	1238	956
SORL1-AS1	5	13	5	8	5	10	9	7	5	7	4	11	15
SORL1	3056	3453	3235	4189	2812	4258	5236	3684	3435	4925	3363	7039	5240
LOC105369535	42	20	32	38	23	24	51	53	46	27	18	51	61
LOC107984402	0	0	0	0	0	0	0	0	0	2	0	0	0
MIR100HG	1	0	4	2	3	1	10	2	4	5	2	4	0
MIR125B1	0	0	0	0	0	0	0	0	0	0	0	0	0
BLID	0	0	0	0	0	0	0	0	0	0	0	1	0
MIRLET7A2	0	0	0	0	0	0	0	1	0	0	0	0	0
MIR10526	0	0	0	0	0	0	1	0	0	0	0	0	0
MIR100	0	0	0	0	0	0	0	0	0	0	0	0	0
TRK-TTT2-1	0	0	0	0	0	0	0	0	1	0	0	0	0
UBASH3B	1470	2308	1954	2823	1680	2045	2087	1593	1239	1602	1323	2311	1819
CRTAM	1	6	0	17	1	32	8	9	6	8	8	2	7
JHY	57	73	49	79	49	97	83	53	43	50	31	86	46
BSX	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC341056	4	5	2	8	3	2	0	0	3	1	2	1	0
HSPA8	33374	68052	28922	38903	28239	35710	81045	75296	56582	41992	46845	45314	43293
SNORD14E	19	45	10	15	14	19	59	50	43	43	28	40	24
SNORD14D	36	102	25	56	22	42	78	63	67	40	61	49	33
SNORD14C	34	82	29	48	18	27	58	76	46	35	29	38	27
LOC101929289	27	31	16	19	19	31	26	33	17	44	12	23	22
CLMP	52	29	31	26	28	29	25	19	22	19	6	32	16
LOC105369540	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369539	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02727	0	0	0	0	0	0	0	0	0	0	0	0	0
GRAMD1B	594	816	660	888	440	713	955	756	699	666	388	748	576
MIR4493	0	0	0	0	0	0	0	0	3	0	0	0	0
SCN3B	9	14	26	14	3	4	16	3	18	7	8	20	9
LOC105369543	0	0	2	0	1	0	0	0	0	0	0	0	0
ZNF202	555	658	405	499	375	456	806	682	542	428	468	620	476
OR6X1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369544	0	0	0	0	0	0	0	1	0	0	0	0	0
OR6M1	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM225	0	0	0	0	0	0	0	1	0	0	0	0	0
OR8D4	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4D5	0	0	0	0	2	0	1	0	0	0	0	0	0
OR6T1	0	0	0	0	1	0	1	0	0	0	2	0	0
OR10S1	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10G6	0	0	0	0	0	0	0	0	0	0	0	0	1
OR10G4	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10G9	0	0	0	0	0	0	0	0	0	1	0	0	0
OR10G8	0	0	0	0	0	0	0	0	0	1	0	0	0
OR10G7	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984403	31	23	17	22	128	81	7	9	11	23	0	12	19
LOC105369545	9	2	7	1	37	16	1	1	5	3	0	10	2
VWA5A	1441	1564	1852	2254	7967	6629	1378	1207	1126	2383	606	1487	1246
OR10D3	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724410	0	0	0	0	0	0	0	0	0	2	0	0	0
OR8G2P	0	0	0	2	5	4	0	0	0	1	0	0	2
LOC112267863	0	0	0	0	1	0	0	0	0	0	0	0	0
OR8G1	0	0	0	0	0	0	0	0	0	0	0	0	0
