Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	up_aggregated_microarray_0.8	up_aggregated_microarray_DE	up_aggregated_microarray
long-chain fatty acid import across plasma membrane	NA	NA	NA	NA	NA	NA	NA	0.002890173410404624	NA
long-chain fatty acid metabolic process	0.009958707796939519	NA	NA	0.009898599710284886	0.009022556390977444	0.009022556390977444	NA	NA	NA
long-chain fatty acid transport	0.00680106873937333	0.007027589796980739	NA	NA	NA	NA	NA	NA	NA
long-term memory	NA	NA	0.004202719406674907	0.0045871559633027525	NA	NA	NA	NA	NA
long-term synaptic depression	0.0038863249939276173	NA	NA	NA	0.003866809881847476	0.003866809881847476	NA	NA	NA
long-term synaptic potentiation	0.009472917172698566	0.010411244143675169	0.009394313967861558	0.009657170449058426	0.009237379162191191	0.009237379162191191	NA	NA	NA
loop of Henle development	NA	NA	NA	NA	NA	NA	NA	0.002890173410404624	NA
low-density lipoprotein particle clearance	NA	NA	NA	0.0036214389183969096	NA	NA	NA	NA	NA
lung alveolus development	NA	0.005465903175429464	NA	NA	NA	NA	NA	NA	NA
lung cell differentiation	0.003400534369686665	NA	NA	0.003380009657170449	NA	NA	NA	NA	NA
lung development	0.02040320621811999	0.0200416449765747	0.01903584672435105	0.020762916465475616	0.01783029001074114	0.01783029001074114	NA	0.01907514450867052	NA
lung epithelial cell differentiation	0.003400534369686665	NA	NA	0.003380009657170449	NA	NA	NA	NA	NA
lung epithelium development	0.004857906242409522	0.004945340968245705	NA	0.005070014485755674	NA	NA	NA	NA	NA
lung morphogenesis	0.005829487490891426	0.005726184279021343	NA	0.006035731530661516	NA	NA	NA	NA	NA
lung vasculature development	NA	0.0018219677251431546	NA	NA	NA	NA	NA	NA	NA
luteolysis	NA	NA	0.0012360939431396785	NA	NA	NA	NA	NA	NA
lymph node development	NA	NA	0.002719406674907293	NA	NA	NA	NA	NA	NA
lymph vessel development	0.003400534369686665	0.0039042165538781884	0.0034610630407911	0.003380009657170449	NA	NA	NA	NA	NA
lymph vessel morphogenesis	0.002914743745445713	0.00338365434669443	0.002719406674907293	0.002655721873491067	NA	NA	NA	NA	NA
lymphangiogenesis	0.002428953121204761	0.0026028110359187923	NA	NA	0.0021482277121374865	0.0021482277121374865	NA	NA	NA
lymphatic endothelial cell differentiation	NA	NA	0.0014833127317676143	NA	NA	NA	NA	NA	NA
lymphocyte anergy	NA	NA	NA	NA	0.0012889366272824919	0.0012889366272824919	NA	NA	NA
lymphocyte apoptotic process	NA	0.007808433107756377	0.008158220024721878	0.008691453404152583	NA	NA	0.03076923076923077	0.010404624277456647	NA
lymphocyte costimulation	0.006558173427252854	NA	0.005686032138442522	NA	0.004940923737916219	0.004940923737916219	NA	NA	NA
lymphocyte homeostasis	NA	NA	NA	NA	0.007518796992481203	0.007518796992481203	NA	NA	NA
lymphocyte migration	0.01044449842118047	NA	NA	0.009657170449058426	0.010955961331901182	0.010955961331901182	NA	NA	NA
macrophage activation	NA	NA	0.0103831891223733	0.01110574601641719	0.010096670247046188	0.010096670247046188	NA	0.016184971098265895	NA
macrophage chemotaxis	NA	0.004685059864653826	0.004449938195302843	NA	NA	NA	NA	NA	NA
macrophage derived foam cell differentiation	NA	0.004424778761061947	0.00519159456118665	NA	0.003866809881847476	0.003866809881847476	NA	NA	NA
macrophage differentiation	0.006315278115132378	0.007808433107756377	NA	NA	NA	NA	0.03076923076923077	NA	NA
macrophage migration	NA	NA	0.005933250927070457	NA	NA	NA	NA	NA	NA
maintenance of cell number	NA	NA	0.01508034610630408	NA	0.01783029001074114	0.01783029001074114	NA	NA	NA
maintenance of cell polarity	NA	NA	0.002472187886279357	NA	NA	NA	NA	NA	NA
maintenance of protein location	NA	NA	0.008405438813349814	0.008450024142926123	NA	NA	NA	NA	NA
male genitalia development	0.002914743745445713	NA	NA	NA	NA	NA	NA	NA	NA
male gonad development	0.0162739859120719	0.015096304008328995	0.01334981458590853	0.012795750845002415	0.01288936627282492	0.01288936627282492	NA	0.017341040462427744	NA
male sex differentiation	0.018945834345397133	0.01691827173347215	0.01557478368355995	0.0147271849348141	0.015252416756176154	0.015252416756176154	NA	0.017919075144508672	NA
mammary gland alveolus development	NA	NA	NA	NA	0.002363050483351235	0.002363050483351235	0.015384615384615385	NA	NA
mammary gland development	0.014330823415108088	0.014836022904737116	0.0138442521631644	0.013037180106228875	0.015037593984962405	0.015037593984962405	0.041025641025641026	0.016184971098265895	NA
mammary gland duct morphogenesis	0.0038863249939276173	NA	NA	NA	NA	NA	NA	NA	NA
mammary gland epithelial cell differentiation	NA	0.002342529932326913	NA	0.0024142926122646064	NA	NA	0.015384615384615385	NA	NA
mammary gland epithelial cell proliferation	NA	0.00338365434669443	NA	NA	NA	NA	NA	NA	NA
mammary gland epithelium development	0.007043964051493806	0.007808433107756377	NA	0.006518590053114438	0.007518796992481203	0.007518796992481203	NA	NA	NA
mammary gland formation	NA	NA	NA	NA	NA	NA	0.010256410256410256	NA	NA
mammary gland involution	0.0014573718727228565	NA	NA	NA	NA	NA	NA	NA	NA
mammary gland lobule development	NA	NA	NA	NA	0.002363050483351235	0.002363050483351235	0.015384615384615385	NA	NA
mammary gland morphogenesis	0.00558659217877095	NA	NA	NA	0.004511278195488722	0.004511278195488722	NA	NA	NA
mast cell activation	NA	NA	0.006427688504326329	NA	0.007518796992481203	0.007518796992481203	NA	NA	NA
mast cell activation involved in immune response	NA	NA	0.005686032138442522	NA	0.005800214822771214	0.005800214822771214	NA	NA	NA
mast cell degranulation	NA	NA	0.00519159456118665	NA	0.0053705692803437165	0.0053705692803437165	NA	NA	NA
mast cell mediated immunity	NA	NA	0.005438813349814586	NA	0.005800214822771214	0.005800214822771214	NA	NA	NA
mast cell proliferation	NA	NA	NA	NA	0.0012889366272824919	0.0012889366272824919	NA	NA	NA
maternal behavior	0.002428953121204761	NA	0.001977750309023486	NA	NA	NA	NA	NA	NA
maternal placenta development	NA	NA	NA	0.004104297440849831	NA	NA	NA	NA	NA
mating behavior	0.0043721156181685695	NA	NA	NA	NA	NA	NA	NA	NA
matrix metallopeptidase secretion	NA	NA	NA	NA	NA	NA	NA	0.0023121387283236996	NA
mature B cell differentiation	NA	0.004164497657470068	NA	NA	NA	NA	NA	0.006358381502890174	NA
megakaryocyte development	NA	0.00338365434669443	NA	NA	NA	NA	NA	NA	NA
megakaryocyte differentiation	NA	0.0075481520041644976	NA	NA	0.006015037593984963	0.006015037593984963	NA	NA	NA
melanin biosynthetic process	NA	NA	NA	0.002655721873491067	NA	NA	NA	NA	NA
membrane depolarization	0.009472917172698566	0.008589276418532014	NA	0.009174311926605505	0.008592910848549946	0.008592910848549946	NA	NA	NA
membrane depolarization during action potential	0.003400534369686665	NA	NA	0.003380009657170449	NA	NA	NA	NA	NA
membrane depolarization during SA node cell action potential	NA	NA	NA	NA	0.0010741138560687433	0.0010741138560687433	NA	NA	NA
membrane disassembly	0.0021860578090842847	NA	NA	0.0021728633510381457	NA	NA	NA	NA	NA
membrane docking	NA	NA	0.008158220024721878	NA	0.0079484425349087	0.0079484425349087	NA	NA	NA
membrane protein ectodomain proteolysis	NA	NA	NA	NA	NA	NA	0.020512820512820513	NA	NA
membrane protein proteolysis	NA	NA	NA	NA	NA	NA	0.02564102564102564	NA	NA
membrane raft assembly	NA	NA	0.001977750309023486	0.001931434089811685	0.0021482277121374865	0.0021482277121374865	NA	NA	NA
membrane raft organization	NA	0.00338365434669443	NA	NA	NA	NA	NA	NA	NA
membrane repolarization	0.005829487490891426	NA	0.006180469715698393	0.006277160791887977	0.0053705692803437165	0.0053705692803437165	NA	NA	NA
membrane repolarization during action potential	0.0036434296818071412	NA	NA	0.003380009657170449	NA	NA	NA	NA	NA
membrane repolarization during cardiac muscle cell action potential	0.003157639057566189	NA	NA	0.0031385803959439883	NA	NA	NA	NA	NA
membrane repolarization during ventricular cardiac muscle cell action potential	0.0021860578090842847	NA	NA	NA	NA	NA	NA	NA	NA
membrane to membrane docking	NA	NA	NA	NA	0.0010741138560687433	0.0010741138560687433	NA	NA	NA
memory	NA	0.011972930765226444	0.011124845488257108	0.01110574601641719	0.010526315789473684	0.010526315789473684	NA	NA	NA
memory T cell differentiation	NA	NA	NA	0.001931434089811685	NA	NA	NA	NA	NA
mesangial cell development	NA	0.0013014055179593961	0.0012360939431396785	NA	NA	NA	NA	NA	NA
mesangial cell differentiation	NA	0.0013014055179593961	0.0014833127317676143	NA	NA	NA	NA	NA	NA
mesenchymal cell apoptotic process	0.0021860578090842847	NA	0.002719406674907293	NA	NA	NA	NA	NA	NA
mesenchymal cell migration	0.007772649987855235	NA	NA	0.006035731530661516	0.005800214822771214	0.005800214822771214	NA	NA	NA
mesenchymal cell proliferation	0.005343696866650474	0.004685059864653826	0.00519159456118665	0.006035731530661516	0.005585392051557465	0.005585392051557465	NA	0.009826589595375723	NA
mesenchymal stem cell differentiation	NA	NA	0.00173053152039555	NA	NA	NA	NA	NA	NA
mesenchymal stem cell proliferation	NA	NA	0.0014833127317676143	NA	NA	NA	NA	NA	NA
mesenchymal-epithelial cell signaling	NA	0.0015616866215512754	NA	NA	NA	NA	NA	NA	NA
mesenchyme migration	NA	0.0013014055179593961	NA	NA	NA	NA	NA	NA	NA
mesenchyme morphogenesis	0.006072382803011902	0.005986465382613222	0.006180469715698393	0.006760019314340898	0.006229860365198711	0.006229860365198711	NA	NA	NA
mesoderm development	0.012630556230264756	0.014315460697553357	0.011124845488257108	0.012312892322549493	0.011815252416756176	0.011815252416756176	NA	0.013872832369942197	NA
mesoderm formation	0.007043964051493806	0.008068714211348256	NA	0.0079671656204732	NA	NA	NA	NA	NA
mesoderm morphogenesis	0.0072868593636142825	0.008068714211348256	NA	0.0079671656204732	NA	NA	NA	NA	NA
mesodermal cell differentiation	NA	0.003643935450286309	NA	0.0036214389183969096	NA	NA	NA	NA	NA
mesodermal cell fate commitment	NA	0.0026028110359187923	NA	NA	NA	NA	NA	NA	NA
mesonephric duct development	0.0017002671848433326	NA	NA	NA	NA	NA	NA	NA	NA
mesonephric epithelium development	0.010930289045421423	0.011712649661634565	0.011372064276885044	0.009657170449058426	0.009881847475832439	0.009881847475832439	NA	0.012138728323699421	NA
mesonephric tubule development	0.010930289045421423	0.011712649661634565	0.011372064276885044	0.009657170449058426	0.009881847475832439	0.009881847475832439	NA	0.012138728323699421	NA
mesonephric tubule morphogenesis	0.007043964051493806	0.006507027589796981	0.006674907292954265	NA	NA	NA	NA	NA	NA
mesonephros development	0.011416079669662375	0.012493492972410203	0.011866501854140914	0.010140028971511348	0.010096670247046188	0.010096670247046188	NA	0.012716763005780347	NA
metanephric collecting duct development	0.0019431624969638087	0.0018219677251431546	NA	NA	NA	NA	NA	NA	NA
metanephric distal tubule development	NA	NA	NA	0.0014485755673587638	NA	NA	NA	0.0023121387283236996	NA
metanephric epithelium development	NA	NA	0.004202719406674907	NA	NA	NA	NA	NA	NA
metanephric glomerulus development	NA	NA	0.002719406674907293	NA	NA	NA	NA	NA	NA
metanephric glomerulus vasculature development	NA	NA	0.0014833127317676143	0.0014485755673587638	0.0015037593984962407	0.0015037593984962407	NA	NA	NA
metanephric loop of Henle development	0.0012144765606023804	NA	0.0012360939431396785	NA	NA	NA	NA	0.002890173410404624	NA
metanephric mesenchyme development	NA	NA	0.001977750309023486	0.0021728633510381457	NA	NA	NA	NA	NA
metanephric nephron development	NA	NA	0.004697156983930779	NA	NA	NA	NA	NA	NA
metanephric nephron epithelium development	NA	NA	0.003955500618046972	NA	NA	NA	NA	NA	NA
metanephric nephron tubule development	NA	NA	0.0032138442521631645	0.002655721873491067	NA	NA	NA	NA	NA
metanephric part of ureteric bud development	NA	NA	NA	0.0012071463061323032	NA	NA	NA	NA	NA
metanephric proximal tubule development	NA	NA	0.0012360939431396785	NA	NA	NA	NA	NA	NA
metanephric tubule development	NA	NA	0.0032138442521631645	NA	NA	NA	NA	0.004624277456647399	NA
metanephros development	0.008744231236337139	NA	0.010135970333745364	0.009415741187831965	0.00816326530612245	0.00816326530612245	NA	NA	NA
metaphase/anaphase transition of mitotic cell cycle	NA	NA	NA	NA	NA	NA	NA	0.010982658959537572	NA
metencephalon development	NA	0.013014055179593961	0.012360939431396786	0.01134717527764365	0.010741138560687433	0.010741138560687433	NA	NA	NA
MHC class II biosynthetic process	NA	NA	NA	NA	NA	NA	NA	0.004046242774566474	NA
MHC class II protein complex assembly	NA	NA	NA	NA	0.002363050483351235	0.002363050483351235	NA	NA	NA
MHC protein complex assembly	NA	0.0031233732431025507	NA	NA	0.0025778732545649837	0.0025778732545649837	NA	NA	NA
microglial cell activation	NA	NA	0.00519159456118665	0.005552873008208595	0.0053705692803437165	0.0053705692803437165	NA	0.009248554913294798	NA
microvillus assembly	NA	NA	NA	0.0024142926122646064	NA	NA	NA	NA	NA
midbrain development	NA	0.008589276418532014	0.008899876390605686	0.008450024142926123	0.00945220193340494	0.00945220193340494	NA	0.012138728323699421	NA
midbrain dopaminergic neuron differentiation	NA	NA	0.0022249690976514215	NA	0.0025778732545649837	0.0025778732545649837	NA	NA	NA
middle ear morphogenesis	NA	NA	0.002472187886279357	NA	NA	NA	NA	NA	NA
midgut development	0.0019431624969638087	NA	0.001977750309023486	NA	0.0017185821697099893	0.0017185821697099893	NA	NA	NA
mineralocorticoid biosynthetic process	NA	NA	0.001977750309023486	NA	0.001933404940923738	0.001933404940923738	NA	NA	NA
mineralocorticoid metabolic process	NA	0.002082248828735034	0.0022249690976514215	NA	0.001933404940923738	0.001933404940923738	NA	NA	NA
miRNA metabolic process	0.01044449842118047	0.011452368558042686	0.009888751545117428	0.010140028971511348	0.009881847475832439	0.009881847475832439	0.046153846153846156	NA	NA
miRNA transcription	0.009230021860578091	0.010671525247267048	0.007911001236093944	0.008932882665379043	0.0079484425349087	0.0079484425349087	0.046153846153846156	NA	NA
mismatch repair	0.0038863249939276173	NA	0.004202719406674907	NA	NA	NA	0.020512820512820513	NA	0.041666666666666664
mitochondrial ATP synthesis coupled electron transport	0.009958707796939519	NA	0.011124845488257108	NA	0.009237379162191191	0.009237379162191191	NA	NA	NA
mitochondrial DNA repair	NA	NA	NA	NA	NA	NA	0.010256410256410256	NA	NA
mitochondrial electron transport, NADH to ubiquinone	0.006072382803011902	NA	0.006427688504326329	NA	0.006015037593984963	0.006015037593984963	NA	NA	NA
mitochondrial respiratory chain complex I assembly	NA	NA	0.006180469715698393	NA	NA	NA	NA	NA	NA
mitotic cell cycle checkpoint signaling	NA	NA	NA	NA	NA	NA	0.035897435897435895	NA	NA
mitotic DNA damage checkpoint signaling	NA	NA	NA	NA	NA	NA	0.03076923076923077	NA	NA
mitotic DNA integrity checkpoint signaling	NA	NA	NA	NA	NA	NA	0.03076923076923077	NA	NA
mitotic G1 DNA damage checkpoint signaling	NA	NA	0.003708281829419036	NA	NA	NA	0.02564102564102564	NA	0.03125
mitotic G1/S transition checkpoint signaling	NA	NA	0.003708281829419036	NA	NA	NA	0.02564102564102564	NA	0.03125
mitotic nuclear membrane disassembly	0.0014573718727228565	NA	NA	0.0016900048285852245	NA	NA	NA	NA	NA
modification of postsynaptic actin cytoskeleton	0.002428953121204761	NA	NA	NA	NA	NA	NA	NA	NA
modified amino acid transport	NA	NA	0.004449938195302843	NA	NA	NA	NA	NA	NA
modulation by host of viral process	NA	NA	NA	NA	NA	NA	0.020512820512820513	NA	NA
modulation by symbiont of entry into host	NA	NA	NA	0.005552873008208595	NA	NA	NA	NA	NA
modulation of excitatory postsynaptic potential	NA	NA	0.005438813349814586	NA	NA	NA	NA	NA	NA
molting cycle	0.009715812484819043	0.009630400832899531	0.009641532756489494	0.010622887493964268	NA	NA	NA	NA	NA
molting cycle process	0.008987126548457614	0.008589276418532014	NA	0.008450024142926123	NA	NA	NA	NA	NA
monoamine transport	0.00801554529997571	0.009370119729307652	0.008405438813349814	0.007242877836793819	0.008378088077336197	0.008378088077336197	NA	NA	NA
monoatomic anion transmembrane transport	NA	0.012233211868818324	NA	NA	NA	NA	NA	NA	NA
monoatomic anion transport	NA	0.014575741801145237	NA	0.014002897151134718	0.013748657357679914	0.013748657357679914	NA	NA	NA
monocarboxylic acid catabolic process	0.010930289045421423	NA	0.012360939431396786	0.01134717527764365	NA	NA	NA	NA	NA
monocarboxylic acid transport	0.015302404663589992	0.01639770952628839	0.014585908529048208	0.014485755673587638	0.01439312567132116	0.01439312567132116	NA	NA	NA
monocyte activation	NA	NA	0.001977750309023486	NA	NA	NA	NA	NA	NA
monocyte chemotaxis	0.005100801554529998	0.005726184279021343	NA	NA	NA	NA	NA	0.008670520231213872	NA
monocyte differentiation	NA	0.0039042165538781884	0.004697156983930779	0.00386286817962337	NA	NA	NA	0.006936416184971098	NA
mononuclear cell migration	NA	NA	NA	NA	NA	NA	NA	0.02138728323699422	NA
monosaccharide biosynthetic process	0.008501335924216662	0.009109838625715773	0.009394313967861558	NA	NA	NA	NA	NA	NA
monosaccharide catabolic process	NA	0.005986465382613222	NA	NA	NA	NA	0.02564102564102564	NA	NA
monosaccharide transmembrane transport	0.009958707796939519	NA	NA	0.010140028971511348	NA	NA	NA	NA	NA
morphogenesis of a branching epithelium	0.02113189215448142	0.018740239458615304	0.020024721878862794	0.01834862385321101	0.017185821697099892	0.017185821697099892	NA	0.021965317919075144	NA
morphogenesis of a branching structure	NA	NA	NA	NA	NA	NA	NA	0.023699421965317918	NA
morphogenesis of an epithelial bud	NA	NA	NA	0.001931434089811685	NA	NA	NA	0.003468208092485549	NA
morphogenesis of an epithelial fold	NA	0.0031233732431025507	NA	NA	NA	NA	NA	NA	NA
morphogenesis of an epithelial sheet	NA	NA	0.006180469715698393	0.007001448575567359	NA	NA	NA	NA	NA
morphogenesis of embryonic epithelium	0.013845032790867136	NA	0.013597033374536464	NA	0.011600429645542427	0.011600429645542427	NA	NA	NA
motor neuron axon guidance	NA	NA	0.003708281829419036	NA	NA	NA	NA	NA	NA
motor neuron migration	NA	NA	0.00173053152039555	NA	NA	NA	NA	NA	NA
mRNA stabilization	0.006558173427252854	NA	NA	NA	NA	NA	NA	NA	NA
mRNA transcription	0.0072868593636142825	0.006246746486205101	NA	NA	0.00644468313641246	0.00644468313641246	NA	NA	NA
mRNA transcription by RNA polymerase II	0.00680106873937333	0.005986465382613222	NA	NA	0.00644468313641246	0.00644468313641246	NA	NA	NA
mucopolysaccharide metabolic process	NA	0.008328995314940135	0.009394313967861558	NA	NA	NA	NA	NA	NA
multicellular organism growth	NA	0.014315460697553357	0.014091470951792336	NA	NA	NA	NA	NA	NA
multicellular organismal movement	0.006315278115132378	NA	NA	0.005794302269435055	0.006015037593984963	0.006015037593984963	NA	NA	NA
multicellular organismal response to stress	0.010687393733300948	0.010931806350858927	0.009394313967861558	0.009657170449058426	0.009022556390977444	0.009022556390977444	NA	NA	NA
